distance,track,age,jockey,trainer,speed_rating,odds,pp_start,speed1,speed2,speedf,pp_finish,winloss
800.0,0,4,3752,281368,106,10.3,8,58.12,57.51,55.82,2,1
800.0,0,6,135108,5467,110,5.4,7,56.88,56.71,55.99,1,1
700.0,1,3,122644,38601,62,4.5,2,58.31,57.83,53.3,6,0
700.0,1,3,137099,94,82,5.6,3,57.88,57.74,54.27,5,0
700.0,1,3,162748,1257,83,1.2,5,58.48,58.11,54.34,4,0
700.0,1,3,102032,3794,60,12.4,6,57.35,57.2,53.2,7,0
700.0,1,3,135108,277836,89,9.5,7,57.53,57.72,54.65,2,1
700.0,1,3,163211,835,90,4.4,1,58.27,58.09,54.7,1,1
700.0,1,3,502,15262,85,20.6,4,57.92,57.92,54.44,3,1
500.0,0,4,502,240902,93,5.1,7,58.36,57.97,57.86,5,0
500.0,0,4,137099,272417,97,3.7,11,57.93,57.69,58.04,2,1
500.0,0,5,153873,1626,94,5.6,2,58.87,58.24,57.9,4,0
500.0,0,3,122644,38601,74,3.2,8,59.23,58.52,56.86,12,0
500.0,0,5,102369,23603,85,33.8,10,58.4,57.51,57.43,8,0
500.0,0,4,1811,2091,85,55.6,6,58.29,57.79,57.43,7,0
500.0,0,3,1452,1032,90,6.4,5,58.79,58.26,57.69,6,0
500.0,0,3,74725,137,85,26.6,4,57.39,57.33,57.42,9,0
500.0,0,3,160005,1257,81,10.8,3,58.33,57.7,57.21,10,0
500.0,0,4,3752,1710,78,47.4,12,58.43,58.06,57.04,11,0
500.0,0,4,163211,1626,98,74.0,1,59.41,58.72,58.11,1,1
500.0,0,4,152588,252990,95,10.0,9,58.83,58.54,57.97,3,1
500.0,1,2,163211,298,50,14.2,9,55.31,53.73,53.5,7,0
500.0,1,2,123440,190204,0,37.8,8,56.55,53.98,50.36,10,0
500.0,1,2,153873,2195,74,2.5,1,58.37,55.44,54.66,1,1
500.0,1,2,160773,2216,8,29.9,10,54.24,52.88,51.38,9,0
500.0,1,2,117931,958826,54,6.3,7,57.66,54.83,53.7,6,0
500.0,1,2,135108,1709,42,8.8,2,58.73,55.27,53.07,8,0
500.0,1,2,99161,21586,61,6.3,3,58.8,55.86,54.03,5,0
500.0,1,2,114312,243304,64,33.9,5,58.76,55.78,54.2,4,0
500.0,1,2,17432,94,67,4.9,4,57.62,55.25,54.33,3,1
500.0,1,2,161943,1392,68,3.8,6,56.91,54.91,54.36,2,1
800.0,0,5,160005,120430,101,61.6,6,56.64,56.86,55.59,10,0
800.0,0,7,17432,624,99,35.5,9,56.67,57.03,55.49,11,0
800.0,0,4,74725,1626,110,19.0,4,57.78,57.47,56.06,7,0
800.0,0,4,502,247740,109,13.9,10,55.16,55.98,56.0,8,0
800.0,0,5,135108,277836,112,5.1,7,55.74,56.42,56.19,6,0
800.0,0,4,113484,281232,106,23.4,3,59.04,57.64,55.87,9,0
800.0,0,4,102032,239418,113,3.9,12,53.73,55.1,56.24,4,0
800.0,0,4,152588,835,113,6.2,11,54.63,55.89,56.23,5,0
800.0,0,6,122644,1257,81,2.9,2,59.22,57.82,54.59,12,0
800.0,0,6,1339,804,115,10.4,8,55.2,56.24,56.31,3,1
800.0,0,4,1811,272417,116,29.4,5,56.1,56.77,56.4,1,1
800.0,0,5,137099,1150,116,8.4,1,57.75,57.21,56.4,2,1
600.0,1,2,1811,2161,55,24.1,2,59.57,57.03,53.52,4,0
600.0,1,2,152588,83,102,0.6,1,59.39,57.29,55.95,1,1
600.0,1,2,153873,2195,45,53.3,6,53.61,53.99,53.01,5,0
600.0,1,2,102032,2161,44,18.2,3,58.84,56.6,52.95,6,0
600.0,1,2,163211,252990,77,6.5,4,58.66,57.12,54.67,3,1
600.0,1,2,137099,1150,88,2.0,5,57.94,56.86,55.21,2,1
900.0,0,4,85790,951459,118,8.0,6,54.91,54.9,55.74,7,0
900.0,0,5,102032,94,120,12.4,10,52.68,53.96,55.8,6,0
900.0,0,4,1339,277836,122,8.2,3,54.03,54.46,55.92,4,0
900.0,0,4,1811,38601,123,3.1,8,55.41,55.24,55.98,2,1
900.0,0,5,152588,1626,124,21.0,5,54.06,54.55,56.0,1,1
900.0,0,6,137099,277836,112,3.3,2,54.4,54.8,55.4,10,0
900.0,0,4,1452,1257,120,15.3,1,55.07,55.15,55.8,5,0
900.0,0,6,74725,3462,113,4.8,4,54.57,54.88,55.47,9,0
900.0,0,5,502,37522,123,9.7,7,55.58,55.4,55.97,3,1
900.0,0,4,122644,277836,116,20.6,9,52.51,53.71,55.61,8,0
800.0,1,4,9631,250678,72,5.2,7,55.12,54.3,52.21,7,0
800.0,1,6,135108,1032,43,11.9,6,54.14,54.12,50.81,9,0
800.0,1,5,113484,298,75,9.7,4,55.63,54.61,52.37,5,0
800.0,1,6,3752,281232,81,5.5,2,54.21,54.13,52.66,2,1
800.0,1,5,160005,2208,77,5.7,1,55.09,54.6,52.44,4,0
800.0,1,7,162748,199159,87,2.0,8,54.92,54.58,52.93,1,1
800.0,1,7,114312,41604,67,27.9,5,54.18,54.1,51.96,8,0
800.0,1,6,163211,298,77,6.2,3,54.88,54.56,52.45,3,1
800.0,1,4,160773,19640,73,19.0,9,54.72,54.55,52.25,6,0
650.0,1,4,135108,1032,82,5.2,6,56.94,56.7,54.67,3,1
650.0,1,3,162748,1709,79,25.2,5,56.76,56.6,54.53,4,0
650.0,1,5,123440,1127,76,10.9,3,55.52,56.15,54.38,5,0
650.0,1,4,137099,835,90,2.7,4,56.73,56.32,55.08,1,1
650.0,1,4,122644,830,69,24.1,7,56.38,55.98,54.05,7,0
650.0,1,5,163211,1626,84,3.9,1,57.11,56.62,54.79,2,1
650.0,1,4,74725,1257,75,1.5,2,57.14,56.58,54.33,6,0
800.0,1,3,153873,947429,74,26.3,1,56.31,55.0,52.57,6,0
800.0,1,5,74725,126,96,2.2,3,55.63,54.83,53.65,2,1
800.0,1,3,1811,38392,66,5.9,5,55.97,55.25,52.19,7,0
800.0,1,3,114312,1710,75,10.4,6,55.42,54.66,52.65,5,0
800.0,1,3,1452,1127,89,6.9,2,56.48,55.42,53.3,3,1
800.0,1,3,3752,199159,97,4.0,4,55.59,54.91,53.69,1,1
800.0,1,4,163211,835,81,2.5,7,54.74,54.32,52.92,4,0
550.0,1,7,123440,5467,79,5.3,8,58.84,56.92,55.63,6,0
550.0,1,6,113484,190204,77,7.6,9,57.37,56.22,55.52,8,0
550.0,1,5,162748,241686,85,5.7,5,60.41,57.57,55.94,5,0
550.0,1,4,74725,260,77,22.8,1,59.86,57.2,55.53,7,0
550.0,1,6,1452,257611,85,5.0,2,60.23,57.48,55.95,4,0
550.0,1,4,99161,958965,95,5.3,6,58.87,57.11,56.46,1,1
550.0,1,7,161943,216647,60,60.7,4,59.31,56.94,54.65,9,0
550.0,1,6,135108,218233,86,2.1,3,59.24,57.29,56.01,3,1
550.0,1,6,160005,260,95,16.3,7,59.28,57.46,56.45,2,1
500.0,0,4,137099,38601,105,5.1,1,58.44,59.07,58.61,5,0
500.0,0,4,102032,2161,107,34.9,7,57.16,58.69,58.71,3,1
500.0,0,5,114312,277836,106,10.0,4,57.87,58.89,58.64,4,0
500.0,0,5,160005,26392,104,7.5,6,57.69,58.87,58.54,6,0
500.0,0,7,74725,780,116,3.0,5,58.8,59.45,59.21,2,1
500.0,0,5,1811,1626,98,20.5,3,58.41,59.09,58.21,7,0
500.0,0,6,152588,1257,117,1.0,2,58.23,59.27,59.22,1,1
600.0,1,3,114312,261904,68,6.6,7,58.58,56.88,54.33,5,0
600.0,1,4,113484,224590,83,5.2,6,58.39,56.87,55.12,2,1
600.0,1,3,102032,218233,89,1.5,5,59.51,57.23,55.43,1,1
600.0,1,4,134563,3725,44,27.2,8,57.49,56.15,53.16,7,0
600.0,1,4,132248,13654,74,6.0,4,57.85,56.33,54.65,3,1
600.0,1,4,102369,778,52,11.7,2,59.15,56.78,53.52,6,0
600.0,1,3,117931,28179,29,6.4,3,59.12,55.81,52.4,8,0
600.0,1,3,163211,780,74,8.1,1,58.94,56.76,54.64,4,0
800.0,0,4,122644,3794,74,25.6,10,54.38,54.81,54.18,10,0
800.0,0,4,3752,753,91,12.3,2,56.15,55.37,55.01,6,0
800.0,0,3,74725,277836,90,4.6,1,57.04,55.72,54.95,9,0
800.0,0,6,113484,235888,94,25.7,7,54.94,55.06,55.15,4,0
800.0,0,3,1339,453,90,10.0,9,54.35,54.64,54.96,7,0
800.0,0,4,1452,224590,94,15.3,6,55.45,55.35,55.19,3,1
800.0,0,7,15722,240902,90,3.8,4,55.97,55.53,54.96,8,0
800.0,0,4,163211,946559,93,7.7,3,57.01,55.7,55.11,5,0
800.0,0,4,502,38601,98,3.4,5,55.28,55.33,55.38,2,1
800.0,0,4,135108,277836,98,5.2,8,54.9,55.08,55.39,1,1
1200.0,1,7,74725,1626,103,21.2,0,50.7,52.45,51.01,4,0
1200.0,1,5,1770,1781,93,6.9,0,51.17,52.85,50.51,7,0
1200.0,1,5,163211,298,98,6.3,0,51.64,52.86,50.77,5,0
1200.0,1,7,137099,83,107,0.6,0,49.58,51.55,51.17,2,1
1200.0,1,5,502,835,104,9.8,0,50.67,52.43,51.06,3,1
1200.0,1,5,3752,37522,94,12.0,0,49.55,51.53,50.55,6,0
1200.0,1,5,102032,234680,112,9.0,0,50.36,52.03,51.42,1,1
550.0,1,3,1452,2216,45,12.1,3,60.47,57.34,53.81,8,0
550.0,1,3,114312,260,60,55.7,6,58.56,56.09,54.54,5,0
550.0,1,4,99161,2161,30,50.8,10,58.93,56.44,53.05,9,0
550.0,1,4,122644,190204,62,6.5,5,59.48,56.61,54.67,4,0
550.0,1,3,153873,2161,10,16.0,7,60.39,57.13,52.03,10,0
550.0,1,4,161943,245408,72,13.6,9,57.28,55.92,55.13,3,1
550.0,1,4,3752,126,54,76.2,8,55.63,54.87,54.27,7,0
550.0,1,3,162748,277836,81,3.1,4,60.43,57.32,55.59,2,1
550.0,1,3,102032,94,58,4.3,1,60.21,56.96,54.42,6,0
550.0,1,3,163211,954913,81,1.6,2,59.84,57.15,55.6,1,1
500.0,1,2,142413,261904,39,18.8,1,58.8,57.17,55.2,4,0
500.0,1,2,122587,835,20,3.1,4,57.87,56.65,54.2,5,0
500.0,1,2,122644,1078,64,7.4,5,57.34,56.82,56.48,2,1
500.0,1,2,102369,149624,42,12.8,2,57.91,56.91,55.34,3,1
500.0,1,2,152588,1257,73,0.4,3,58.62,57.34,56.97,1,1
800.0,1,7,132248,190204,107,2.2,4,55.84,55.37,53.7,1,1
800.0,1,5,162748,38135,94,3.4,1,56.22,55.83,53.09,4,0
800.0,1,6,123440,489,74,26.2,7,55.09,54.78,52.1,5,0
800.0,1,4,99161,244311,73,7.7,5,56.18,55.81,52.06,6,0
800.0,1,6,161943,1710,69,44.5,3,55.64,55.03,51.86,7,0
800.0,1,4,135108,958826,106,5.4,2,55.81,55.39,53.69,2,1
800.0,1,7,1452,257611,95,2.1,6,55.6,55.28,53.14,3,1
800.0,0,4,102032,218233,93,14.1,2,56.29,55.83,55.02,2,1
800.0,0,3,162748,1257,94,13.1,4,55.74,55.54,55.06,1,1
800.0,0,3,153873,3462,92,4.4,3,55.71,55.62,54.97,5,0
800.0,0,4,137099,22,93,0.9,1,56.12,55.81,55.0,3,1
800.0,0,3,135108,1828,86,4.3,6,55.78,55.79,54.67,7,0
800.0,0,3,152588,835,92,7.9,5,55.37,55.52,54.98,4,0
800.0,0,4,160773,26392,86,22.9,7,54.69,54.68,54.68,6,0
600.0,1,3,114312,1781,53,21.0,7,58.59,56.94,53.1,7,0
600.0,1,3,102032,946429,91,1.6,3,59.91,57.86,55.04,3,1
600.0,1,3,163211,18447,68,7.2,6,59.54,57.82,53.85,6,0
600.0,1,3,74725,1626,102,3.1,1,60.27,58.12,55.58,1,1
600.0,1,3,153873,2195,85,13.9,5,59.51,57.84,54.73,5,0
600.0,1,3,152588,239418,97,4.3,4,57.13,56.68,55.32,2,1
600.0,1,3,122644,260,85,5.7,2,57.5,57.3,54.74,4,0
800.0,1,4,123440,261904,100,3.3,6,55.25,54.92,53.37,1,1
800.0,1,6,163211,298,90,7.7,5,56.13,55.45,52.84,5,0
800.0,1,5,1452,28179,77,5.0,3,57.59,56.39,52.23,7,0
800.0,1,5,3752,11761,93,6.1,2,57.42,56.3,52.98,4,0
800.0,1,4,153873,835,96,3.0,1,57.38,56.13,53.14,2,1
800.0,1,4,114312,1781,81,4.1,4,57.35,56.04,52.41,6,0
800.0,1,5,152588,958965,93,10.3,7,55.6,55.43,53.02,3,1
650.0,1,3,1811,780,55,16.1,6,58.03,56.89,52.79,7,0
650.0,1,3,162748,277431,81,7.3,3,57.99,57.01,54.12,4,0
650.0,1,3,502,1392,91,3.1,8,57.39,56.71,54.57,1,1
650.0,1,4,160005,261904,76,9.7,2,57.96,56.7,53.86,5,0
650.0,1,4,153873,947429,86,2.1,4,57.78,56.68,54.34,3,1
650.0,1,3,152588,789,90,4.5,7,58.2,56.99,54.52,2,1
650.0,1,3,135108,2195,40,26.0,1,58.38,56.9,52.05,8,0
650.0,1,4,74725,198551,66,5.9,5,57.74,56.51,53.32,6,0
800.0,0,5,74725,2185,94,9.8,1,57.47,56.1,55.15,9,0
800.0,0,4,163211,38601,98,24.4,5,56.04,55.08,55.32,5,0
800.0,0,3,160005,531,89,22.8,7,54.4,54.76,54.88,10,0
800.0,0,5,122644,94,94,6.8,3,56.91,55.76,55.15,8,0
800.0,0,3,135108,277836,102,3.9,2,56.94,55.84,55.56,2,1
800.0,0,3,502,37522,100,2.0,10,54.47,54.77,55.43,4,0
800.0,0,4,99161,5467,97,10.8,6,53.88,54.81,55.28,6,0
800.0,0,3,114312,26392,103,6.2,8,56.39,55.59,55.57,1,1
800.0,0,3,123440,1392,95,16.9,9,54.44,54.79,55.2,7,0
800.0,0,4,122587,489,100,13.2,4,55.34,55.06,55.45,3,1
550.0,1,2,162748,277431,40,35.4,1,57.98,55.92,52.98,7,0
550.0,1,2,161943,1078,44,65.6,10,57.2,55.48,53.2,6,0
550.0,1,2,153873,1127,60,4.3,7,57.95,55.94,53.95,3,1
550.0,1,2,163211,218233,26,21.8,9,57.42,55.5,52.26,9,0
550.0,1,2,142413,6363,69,2.5,4,57.77,55.75,54.41,2,1
550.0,1,2,99161,2161,53,4.8,2,58.41,56.23,53.65,4,0
550.0,1,2,132248,958040,20,76.1,8,56.85,54.97,51.96,10,0
550.0,1,2,117931,244311,77,2.5,3,58.37,56.21,54.83,1,1
550.0,1,2,1452,239418,52,10.7,5,58.34,55.96,53.59,5,0
550.0,1,2,3752,218233,34,11.5,6,57.24,55.22,52.68,8,0
550.0,1,4,135108,1032,101,9.6,7,59.23,57.27,56.35,1,1
550.0,1,6,9631,36151,0,24.5,1,59.49,57.18,56.35,9,0
550.0,1,4,161943,46520,79,59.2,8,58.51,56.64,55.26,6,0
550.0,1,6,132248,958826,87,3.1,3,59.31,57.16,55.63,3,1
550.0,1,4,160005,241686,73,11.6,5,57.43,55.95,54.92,8,0
550.0,1,4,123440,190204,81,32.1,4,57.25,56.03,55.36,5,0
550.0,1,5,142413,23603,74,13.9,6,58.33,56.47,54.98,7,0
550.0,1,4,1452,1781,91,6.2,2,59.05,56.9,55.85,2,1
550.0,1,3,162748,1257,85,1.1,9,59.27,56.99,55.54,4,0
800.0,1,4,114312,1781,84,5.8,4,56.96,55.92,52.69,3,1
800.0,1,4,161943,1833,73,51.7,2,55.9,54.96,52.14,6,0
800.0,1,3,137099,94,97,4.3,5,57.66,56.26,53.3,1,1
800.0,1,3,163211,2194,67,24.5,7,56.25,55.39,51.88,8,0
800.0,1,4,122644,518,83,5.8,6,57.48,56.09,52.65,4,0
800.0,1,4,122587,531,89,5.3,3,57.31,55.9,52.91,2,1
800.0,1,4,102032,83,74,2.8,8,58.05,56.43,52.18,5,0
800.0,1,4,150645,957712,72,3.3,1,58.01,56.45,52.08,7,0
800.0,0,3,160005,261904,70,23.0,5,55.51,55.92,54.7,8,0
800.0,0,3,1452,789,71,14.4,1,58.29,57.09,54.76,7,0
800.0,0,3,123440,489,74,20.4,9,56.61,55.94,54.92,6,0
800.0,0,4,114312,277836,95,3.8,3,57.54,56.81,55.97,1,1
800.0,0,3,137099,234680,65,5.0,6,57.93,56.98,54.44,10,0
800.0,0,3,152588,222598,75,6.7,2,57.9,57.0,54.99,5,0
800.0,0,3,113484,94,81,7.2,4,58.82,57.45,55.29,3,1
800.0,0,3,122587,21586,94,3.0,7,57.5,56.46,55.93,2,1
800.0,0,4,142413,256408,68,63.7,10,56.58,56.37,54.59,9,0
800.0,0,3,122644,946714,81,5.8,8,58.47,57.44,55.26,4,0
550.0,1,3,502,190204,81,3.6,9,58.58,57.11,55.34,2,1
550.0,1,3,142413,2208,76,54.1,8,58.54,57.2,55.09,3,1
550.0,1,3,99161,958965,52,53.5,5,60.45,58.1,53.85,9,0
550.0,1,3,163211,94,73,9.0,7,59.35,57.64,54.94,5,0
550.0,1,3,114312,26392,72,15.8,6,58.62,57.09,54.9,6,0
550.0,1,3,135108,1257,100,1.3,2,60.52,58.2,56.31,1,1
550.0,1,3,74725,957712,61,8.3,3,59.53,57.37,54.32,8,0
550.0,1,3,160773,958826,74,6.3,1,60.49,58.18,54.97,4,0
550.0,1,3,160005,6363,65,9.3,4,59.9,57.65,54.51,7,0
850.0,0,6,122587,6363,84,4.8,8,56.8,54.94,54.59,7,0
850.0,0,6,102032,237158,80,10.4,2,57.69,55.36,54.39,9,0
850.0,0,5,502,94,93,1.6,3,57.34,55.41,55.07,2,1
850.0,0,8,1339,3794,96,8.4,9,56.27,54.69,55.18,1,1
850.0,0,5,102369,111367,93,15.0,4,58.61,55.77,55.03,3,1
850.0,0,5,153873,2195,84,27.2,7,57.16,55.38,54.59,8,0
850.0,0,4,1811,234680,86,3.9,5,58.26,55.68,54.67,6,0
850.0,0,4,17432,624,91,20.9,1,57.9,55.67,54.96,4,0
850.0,0,4,74725,38601,86,10.1,6,57.73,55.4,54.71,5,0
700.0,1,3,114312,28179,100,8.8,6,57.7,58.22,55.13,4,0
700.0,1,3,122644,26392,105,1.1,1,58.09,58.57,55.4,1,1
700.0,1,3,1770,277836,99,2.1,2,58.48,58.68,55.08,5,0
700.0,1,3,135108,1392,83,7.5,4,57.74,58.2,54.24,7,0
700.0,1,3,122587,114762,102,48.9,7,56.46,57.67,55.22,3,1
700.0,1,3,74725,7364,104,6.2,3,58.45,58.59,55.35,2,1
700.0,1,3,160773,241686,87,47.8,5,57.0,57.49,54.46,6,0
850.0,0,5,142413,3462,94,2.7,1,59.41,58.54,55.13,7,0
850.0,0,5,135108,2208,94,11.4,8,54.51,54.97,55.13,6,0
850.0,0,5,1811,835,95,4.7,2,57.97,57.12,55.2,5,0
850.0,0,5,114312,2195,98,7.6,5,56.71,56.32,55.33,3,1
850.0,0,5,162748,3462,96,20.5,9,55.41,55.68,55.25,4,0
850.0,0,5,153873,272417,91,7.9,6,56.13,56.14,54.98,9,0
850.0,0,6,160005,18447,91,20.5,7,55.23,54.95,54.99,8,0
850.0,0,4,102032,298,99,9.0,3,57.25,56.76,55.41,2,1
850.0,0,6,122587,94,101,3.1,4,56.17,56.12,55.47,1,1
800.0,1,6,59119,9435,68,45.4,3,54.69,54.48,51.84,5,0
800.0,1,3,135108,531,77,3.4,4,56.24,55.33,52.28,1,1
800.0,1,4,9631,9435,19,56.4,5,53.31,53.47,49.52,9,0
800.0,1,3,160005,6363,74,3.1,8,56.44,55.36,52.13,3,1
800.0,1,3,134563,126922,32,42.8,2,56.79,55.24,50.11,8,0
800.0,1,4,122587,233841,71,1.7,6,55.55,54.99,51.96,4,0
800.0,1,3,123440,1236,65,40.3,9,52.97,53.64,51.7,6,0
800.0,1,3,153873,835,75,4.9,1,56.82,55.61,52.17,2,1
800.0,1,4,163211,38601,60,9.9,7,56.27,55.34,51.45,7,0
550.0,1,2,117931,830,83,9.1,6,60.33,58.23,55.8,2,1
550.0,1,2,1811,1493,65,17.7,7,58.65,57.26,54.9,3,1
550.0,1,2,153873,835,19,11.5,3,56.64,55.76,52.55,7,0
550.0,1,2,163211,94,53,46.9,5,57.18,55.93,54.28,5,0
550.0,1,2,137099,1150,63,4.8,2,59.05,57.34,54.8,4,0
550.0,1,2,162748,277431,28,46.3,1,58.68,56.82,52.98,6,0
550.0,1,2,1770,83,93,0.3,4,59.96,58.14,56.33,1,1
500.0,0,3,162748,277836,84,12.0,6,57.07,57.07,57.73,6,0
500.0,0,3,153873,804,86,43.9,5,59.08,58.42,57.85,5,0
500.0,0,3,74725,3462,74,12.1,10,56.89,57.06,57.21,9,0
500.0,0,3,163211,272417,80,35.4,4,59.12,58.33,57.56,7,0
500.0,0,3,114312,256408,76,60.7,7,57.44,57.04,57.35,8,0
500.0,0,3,102032,277836,87,7.2,2,58.53,57.88,57.92,3,1
500.0,0,3,122644,272182,88,1.6,3,60.44,59.14,57.96,2,1
500.0,0,3,135108,1257,87,5.1,1,60.4,59.15,57.92,4,0
500.0,0,3,137099,1150,92,2.5,8,57.99,57.61,58.17,1,1
500.0,0,3,160005,240902,53,65.7,9,58.17,57.34,56.11,10,0
650.0,1,6,502,5467,79,5.8,6,55.6,55.43,54.56,5,0
650.0,1,5,163211,2208,76,16.7,1,56.29,55.86,54.4,6,0
650.0,1,4,150645,7364,90,6.1,2,56.12,55.95,55.15,3,1
650.0,1,8,122587,952853,97,2.6,3,56.67,56.37,55.49,1,1
650.0,1,4,102032,2195,88,5.8,4,57.02,56.46,55.03,4,0
650.0,1,6,1452,257611,94,1.3,5,56.64,56.29,55.3,2,1
600.0,1,3,1452,8582,72,15.7,8,58.04,56.66,54.63,2,1
600.0,1,3,135108,239418,50,18.8,6,59.01,56.64,53.52,9,0
600.0,1,3,153873,1392,68,35.8,2,58.94,56.83,54.43,5,0
600.0,1,3,502,15262,72,3.2,7,56.4,55.93,54.63,3,1
600.0,1,3,1811,1710,61,7.0,9,55.5,55.58,54.06,7,0
600.0,1,3,163211,3794,60,24.2,5,57.47,55.84,54.01,8,0
600.0,1,3,162748,1257,102,0.6,1,58.97,57.27,56.14,1,1
600.0,1,3,114312,38392,71,73.6,4,57.65,56.36,54.6,4,0
600.0,1,3,9631,281232,67,85.3,3,57.68,56.38,54.37,6,0
800.0,0,6,160005,804,100,21.0,5,56.73,55.83,55.61,7,0
800.0,0,4,113484,37522,100,19.6,9,54.73,54.8,55.64,6,0
800.0,0,4,102032,126,96,7.3,3,57.64,56.2,55.43,11,0
800.0,0,5,502,5467,103,3.1,8,55.64,55.4,55.78,3,1
800.0,0,4,163211,199159,98,19.8,11,55.61,55.31,55.5,9,0
800.0,0,7,122587,7364,104,12.4,7,56.34,55.84,55.8,1,1
800.0,0,4,123440,233841,101,42.1,2,56.77,55.86,55.65,5,0
800.0,0,4,102369,111367,103,38.3,1,58.0,56.37,55.79,2,1
800.0,0,5,152588,1257,97,5.0,10,55.08,54.97,55.46,10,0
800.0,0,4,153873,1626,101,3.4,6,56.38,55.57,55.68,4,0
800.0,0,6,3752,15262,98,5.0,4,57.47,56.12,55.51,8,0
650.0,1,5,163211,1392,86,18.8,2,59.39,58.45,54.93,3,1
650.0,1,4,135108,1032,62,9.5,1,59.97,58.54,53.69,8,0
650.0,1,4,153873,778,75,19.0,10,57.5,56.9,54.36,6,0
650.0,1,3,102032,199159,76,2.7,6,58.77,57.7,54.41,5,0
650.0,1,4,122587,6363,87,4.9,8,58.41,57.61,54.96,2,1
650.0,1,4,74725,9629,44,10.8,3,58.81,56.99,52.81,9,0
650.0,1,4,114312,26392,85,7.9,5,59.21,58.06,54.88,4,0
650.0,1,3,122644,1127,35,46.2,4,59.75,58.25,52.35,10,0
650.0,1,4,1452,240902,70,5.9,7,59.94,58.43,54.13,7,0
650.0,1,7,113484,952853,96,4.2,9,58.85,58.08,55.43,1,1
850.0,0,7,502,256408,115,9.9,9,55.78,55.72,56.1,5,0
850.0,0,4,1770,835,119,11.6,2,56.34,55.94,56.3,2,1
850.0,0,7,1811,531,113,4.6,10,55.75,55.73,56.04,6,0
850.0,0,5,122644,277836,112,2.1,3,57.74,57.24,55.96,7,0
850.0,0,4,135108,489,102,74.1,8,55.96,55.75,55.43,11,0
850.0,0,5,102032,247560,116,10.1,11,54.49,55.28,56.16,4,0
850.0,0,4,137099,1257,120,4.6,1,57.22,56.72,56.38,1,1
850.0,0,4,122587,6363,118,8.7,4,56.69,56.55,56.26,3,1
850.0,0,4,152588,137497,112,9.4,6,56.31,55.92,55.96,8,0
850.0,0,4,74725,38135,110,51.3,5,55.71,55.37,55.85,9,0
850.0,0,5,3752,3794,109,40.4,7,55.36,55.02,55.81,10,0
600.0,1,3,135108,2208,54,39.8,2,58.09,56.24,53.7,10,0
600.0,1,3,161943,1392,57,16.3,10,57.91,55.79,53.81,9,0
600.0,1,3,162748,1257,98,0.5,1,58.88,57.65,55.95,1,1
600.0,1,3,114312,38601,75,19.4,5,58.7,56.87,54.77,4,0
600.0,1,4,99161,1162,58,73.8,4,58.63,56.76,53.87,8,0
600.0,1,5,1811,2194,85,5.8,3,58.66,57.22,55.24,2,1
600.0,1,3,151048,135673,60,38.2,8,56.45,55.59,53.98,6,0
600.0,1,3,132248,120430,59,60.0,9,56.24,56.22,53.92,7,0
600.0,1,3,160005,804,84,5.3,6,57.88,56.78,55.22,3,1
600.0,1,3,123440,190204,53,56.1,11,56.27,55.61,53.64,11,0
600.0,1,3,160773,2216,72,45.9,7,56.98,56.5,54.6,5,0
600.0,1,5,160005,957712,87,146.3,8,58.29,57.67,55.46,9,0
600.0,1,4,1339,804,86,7.3,5,60.16,58.94,55.4,10,0
600.0,1,6,502,1257,103,1.3,6,58.7,58.13,56.24,2,1
600.0,1,4,1770,83,100,2.9,2,58.33,57.76,56.08,6,0
600.0,1,6,137099,277836,108,4.8,9,56.8,57.4,56.51,1,1
600.0,1,4,144950,957712,75,133.9,4,56.76,56.69,54.83,11,0
600.0,1,4,122587,6363,91,74.8,10,57.89,57.94,55.66,8,0
600.0,1,6,74725,1626,101,19.2,1,60.19,58.95,56.18,5,0
600.0,1,4,152588,1626,101,11.6,11,57.93,57.95,56.18,4,0
600.0,1,5,1811,277836,102,21.7,3,59.43,58.58,56.19,3,1
600.0,1,8,1452,257611,92,53.8,7,56.4,56.95,55.72,7,0
800.0,0,2,3752,218233,59,141.0,10,53.94,53.81,53.41,12,0
800.0,0,2,152588,252990,75,5.9,11,56.4,54.56,54.2,8,0
800.0,0,2,163211,835,78,13.5,7,56.44,54.48,54.35,5,0
800.0,0,2,840,1336,71,88.1,9,53.42,53.72,53.99,9,0
800.0,0,2,135108,489,60,38.4,12,53.77,53.39,53.45,11,0
800.0,0,2,502,15262,80,4.5,5,56.86,54.94,54.47,4,0
800.0,0,2,160005,453,83,5.9,8,56.82,54.23,54.58,1,1
800.0,0,2,102032,6363,82,12.3,3,57.95,55.2,54.54,2,1
800.0,0,2,1811,2161,80,21.3,4,57.21,54.91,54.48,3,1
800.0,0,2,137099,6363,78,2.3,1,57.59,55.11,54.34,6,0
800.0,0,2,123440,624,66,110.7,6,56.47,54.58,53.76,10,0
800.0,0,2,162748,1257,76,4.7,2,57.24,54.93,54.24,7,0
600.0,1,3,132248,277836,53,9.6,5,58.14,56.52,53.48,5,0
600.0,1,3,162748,277836,96,0.6,1,58.53,57.22,55.64,2,1
600.0,1,3,15722,244311,68,30.4,6,57.78,56.17,54.21,4,0
600.0,1,4,163211,835,97,3.6,2,59.43,57.65,55.67,1,1
600.0,1,3,116903,15262,71,7.0,3,59.25,57.39,54.4,3,1
600.0,1,3,122644,83,28,8.2,4,58.5,55.99,52.19,6,0
500.0,0,4,162748,277836,87,2.2,4,56.7,58.09,57.79,3,1
